web-scraper-order,web-scraper-start-url,titulo,precio,habts,ban,mets
1620529723-19912,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-36.html,"Preciosa Casa en Grand Juriquilla, Alberca, 3 Recámaras, 2.5","MN 2,790,000",3 rec.,"2
					
						baños",192 m²
1620528047-15768,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-13.html,"Residencia de Autor en Cumbres del Lago, 4 Recamaras, 3 Niveles, Cto Serv, Lujo","MN 6,200,000",4 rec.,"5
					
						baños",280 m²
1620528151-16054,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-1.html,Preventa Única Casa con 3 Recámaras + Roofgarden + 30 m² de J,"MN 3,381,000",3 rec.,"2
					
						baños",157 m²
1620528245-16286,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,"Jurica, Conjunto de Casas Duplex en Venta","MN 6,490,000",6 rec.,"4
					
						baños",470 m²
1620528574-17055,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-12.html,"Preciosa Residencia en Milenio III, Luxury, 3 Recamaras, Una en Pb, - 3 Niveles","MN 3,870,000",3 rec.,"3
					
						baños",266 m²
1620528602-17145,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-9.html,"Preciosa Casa en Milenio III, 3 Recamaras, Jardín, 2.5 Baños","MN 2,600,000",3 rec.,"2
					
						baños",136 m²
1620528965-18040,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-24.html,"Preciosa Residencia en El Refugio, Roof Garden, 3 Recamaras, 3 Autos, Sala de Tv","MN 3,100,000",3 rec.,"2
					
						baños",163 m²
1620529163-18579,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-2.html,"Casas Nuevas en Venta en El Refugio, Querétaro.","MN 2,700,000",3 rec.,"2
					
						baños",137 m²
1620528899-17879,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-31.html,Hermosa Casa en Venta de 3 Recamaras en El Refugio,"MN 1,799,000",3 rec.,"2
					
						baños",129 m²
1620527958-15521,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-23.html,"Preciosa Casa en Altos Juriquilla, Roof Garden, 3 Recamaras","MN 3,207,000",3 rec.,"2
					
						baños",151 m²
1620529111-18435,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-8.html,Casa en Venta en El Refugio # 20 - 728 Jl,"MN 3,190,749",3 rec.,"4
					
						baños",150 m²
1620529943-20524,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-10.html,"C197 Amplia E Iluminada Casa en Vta 4 Rec 4.5 Baños, Excelente Precio","MN 4,550,000",4 rec.,"4
					
						baños",300 m²
1620528748-17508,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-47.html,"Preciosa Casa en El Refugio, Jardín, 3 Recámaras, Estancia, C.175 m² - Premium!","MN 2,200,000",3 rec.,"2
					
						baños",136 m²
1620527860-15284,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-33.html,Casa Venta Cumbres del Lago Juriquilla,"MN 5,500,000",3 rec.,"4
					
						baños",300 m²
1620529901-20420,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-15.html,"Preciosa Casa en Grand Juriquilla Preserve, 4 Recamaras, 3.5 Baños, Roof Garden","MN 2,580,000",4 rec.,"3
					
						baños",150 m²
1620529019-18194,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-18.html,Casa con Estilo Contemporáneo en El Refugio de 3 Dorm.! Atc,"MN 3,500,000",3 rec.,"3
					
						baños",164 m²
1620528470-16784,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-5.html,"Preciosa Casa en El Pueblito, 3 Recamaras, 2 Baños, 1 Auto","MN 1,026,000",3 rec.,"2
					
						baños",90 m²
1620528219-16206,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-15.html,Casa Venta Jurica,"MN 13,500,000",3 rec.,"6
					
						baños",2240 m²
1620528245-16283,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-12.html,Casa en Venta Jurica 3 Habitaciones,"MN 6,200,081",3 rec.,"3
					
						baños",316 m²
1620528073-15825,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,"Residencia de Autor en La Condesa Juriquilla, Roof Garden, Sótano, Jardín, Lujo!","MN 3,650,000",3 rec.,"4
					
						baños",202 m²
1620528184-16115,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-2.html,"Preciosa Residencia en Centro Sur, 3 Recámaras, 3.5 Baños, D","MN 6,100,000",3 rec.,"3
					
						baños",235 m²
1620529901-20416,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-15.html,"En Juriquilla, San Isidro, 3 Recamaras, Sala de Tv, Jardín","MN 1,695,000",3 rec.,"2
					
						baños",130 m²
1620529619-19635,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-47.html,"Casa con Acabados de Primera, Jardín y Cuarto de Servicio. Venta - Juriquilla","MN 7,990,000",3 rec.,"1
					
						baño",1000 m²
1620528134-15991,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,Preventa Hermosa Casa de Una Sola Planta con 3 Recámaras con,"MN 2,812,364",3 rec.,"2
					
						baños",139 m²
1620529927-20479,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-12.html,¡Vive un Nuevo Estilo de Vida en Esta Increíble Casa!,"MN 2,750,000",4 rec.,"4
					
						baños",189 m²
1620528626-17180,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-7.html,Casa en Venta en Milenio 3a. Sección,"MN 2,500,000",3 rec.,"3
					
						baños",213 m²
1620528227-16234,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-14.html,"Casa en Venta en Jurica, B439","MN 15,000,000",4 rec.,"4
					
						baños",2220 m²
1620528462-16764,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-6.html,"En El Pueblito Centro, Fracc. San Mateo, 3 Recámaras, Family Room, Cto Serv.","MN 2,150,000",3 rec.,"3
					
						baños",132 m²
1620528406-16619,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-12.html,"Se Vende Preciosa Casa en Puerta de Piedra, 3 Recamaras, Alb","MN 2,190,000",3 rec.,"2
					
						baños",120 m²
1620529399-19092,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-70.html,"En San Isidro, Juriquilla. 3 Recámaras, 2.5 Baños, Cocina Equipada, Lujo.","MN 1,330,000",3 rec.,"2
					
						baños",107 m²
1620529826-20205,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-24.html,"Casa en Venta en Balcones de Juriquilla, Querétaro","MN 15,500,000",3 rec.,"5
					
						baños",945 m²
1620528108-15929,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-6.html,Moderna Casa,"MN 4,200,000",4 rec.,"4
					
						baños",309 m²
1620529248-18779,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-7.html,Casa en Venta Claustros del Campanario Querétaro,"MN 15,900,000",4 rec.,"4
					
						baños",600 m²
1620528314-16394,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-7.html,"Residencia Premium en Jurica, T.525 m² - C.450 m² - 3 Recámaras, 4 Baños, Jardín","MN 7,990,000",3 rec.,"4
					
						baños",525 m²
1620528210-16183,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Preciosa Residencia en Jurica con Bungalow Independiente T.1,"MN 14,500,000",5 rec.,"5
					
						baños",1050 m²
1620528365-16528,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,Casa en Venta - Jurica - C1360,"MN 14,500,000",6 rec.,"7
					
						baños",2220 m²
1620528748-17502,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-47.html,Casa Venta El Refugio,"MN 3,100,000",3 rec.,"4
					
						baños",131 m²
1620529184-18626,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-13.html,"Residencia en Venta El Campanario, Querétaro","MN 25,500,000",5 rec.,"6
					
						baños",801 m²
1620528454-16742,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-7.html,"Hermosa Casa en Terralta, 3 Recamaras, 2.5 Baños, Jardín, Pr","MN 1,271,000",3 rec.,"2
					
						baños",90 m²
1620528470-16772,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-5.html,"Casa en Venta en Porta Nova, 4 Recámaras, 3 Baños, Roof Garden, Alberca, Ganela!","MN 3,850,000",4 rec.,"3
					
						baños",200 m²
1620528521-16911,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-18.html,"Hermosa Casa en Milenio III, Esquina, Privada, Alberca, 4 Re","MN 4,190,000",4 rec.,"4
					
						baños",140 m²
1620529226-18729,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-9.html,Preciosa Residencia en Venta El Campanario,"MN 15,900,000",3 rec.,"4
					
						baños",604 m²
1620528365-16529,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-2.html,"Casa en Venta en Fraccionamiento Jurica Campestre, Querétaro","MN 9,500,000",4 rec.,"4
					
						baños",2220 m²
1620527913-15401,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-28.html,"Estrena Residencia en Altos Juriquilla, 3 Recamaras, 3.5 Baños, Jardín, Alberca","MN 3,700,000",3 rec.,"3
					
						baños",184 m²
1620528338-16460,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-5.html,Casa en Venta en Jurica,"MN 5,300,000",4 rec.,"3
					
						baños",601 m²
1620528125-15970,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-4.html,Casa en Venta,"MN 4,200,000",3 rec.,"4
					
						baños",300 m²
1620529236-18739,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-8.html,Casa en Venta El Campanario Queretaro Rcv - Ae,"MN 15,800,000",3 rec.,"3
					
						baños",1300 m²
1620528794-17625,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-42.html,"Se Vende Hermosa Residencia en El Refugio, 3 Recamaras, Roof, 3.5 Baños, Jardín","MN 2,890,000",3 rec.,"3
					
						baños",130 m²
1620529066-18307,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-13.html,Casa en Venta en El Refugio,"MN 3,190,000",3 rec.,"2
					
						baños",133 m²
1620527848-15260,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-34.html,"La Condesa Juriquilla, Una Planta, 3 Recámaras, Jardín, Cero Topes, Única","MN 2,950,000",3 rec.,"2
					
						baños",236 m²
1620527848-15263,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-34.html,Casa en Venta en Cumbres del Lago,"MN 5,600,000",4 rec.,"6
					
						baños",314 m²
1620528194-16141,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-1.html,Vendo Casa Centro Sur en Queretaro,"MN 3,700,000",3 rec.,"4
					
						baños",200 m²
1620529582-19544,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-51.html,Casa en Venta Gran Reserva Preserve Juriquilla Ll,"MN 3,200,000",3 rec.,"3
					
						baños",160 m²
1620528073-15831,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-10.html,"Hermosa Residencia en La Condesa Juriquilla, 4ta Recamara en Pb, Sala Tv, 4 Bañ","MN 4,350,000",4 rec.,"4
					
						baños",185 m²
1620529039-18240,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-16.html,"El Refugio, Roof Garden, 3 Recámaras, 5 Baños, Cto Serv, Estudio, Premium","MN 3,250,000",3 rec.,"4
					
						baños",217 m²
1620528134-16007,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-3.html,Casa en Venta en Juriquilla Cumbres del Lago Queretaro,"MN 6,900,000",3 rec.,"5
					
						baños",305 m²
1620528983-18109,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-22.html,"Casa en Venta en El Refugio, 3 Recamaras, Sala Tv, 2.5 Baños, Vestidor, Amplia.","MN 1,890,000",3 rec.,"2
					
						baños",130 m²
1620529349-18999,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-4.html,"El Mirador Casa de 3 Niveles, 3 Recamaras y 133 M²!","MN 1,990,000",3 rec.,"2
					
						baños",90 m²
1620528955-18022,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-25.html,"Preciosa Casa - Fracc. La Vista, Estilo Californiano, Alberca, 3 Recámaras, Lujo","MN 2,700,000",3 rec.,"3
					
						baños",180 m²
1620529424-19140,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-68.html,"Venta Casa, Juriquilla","MN 13,500,000",4 rec.,"3
					
						baños",1000 m²
1620527922-15412,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-27.html,Casa Nueva en Venta en Cumbres del Lago Juriquilla Querétar,"MN 4,100,000",3 rec.,"3
					
						baños",303 m²
1620529723-19915,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-36.html,Venta Casas Queretaro Grandjuriquilla Coba Aa,"MN 3,590,000",3 rec.,"2
					
						baños",305 m²
1620530011-20731,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-2.html,"Casa en Venta - Villas del Mesón, Juriquilla - C893","MN 19,500,000",4 rec.,"6
					
						baños",2000 m²
1620528634-17219,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-6.html,"Se Vende Casa en Milenio, 4ta Recamara en Pb, Jardín, Excele","MN 4,150,000",3 rec.,"3
					
						baños",193 m²
1620529582-19540,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-51.html,Amplia en Pleno de Corazón de Juriquilla y 525 M²! Jgj 20 - 815,"MN 10,900,000",3 rec.,"3
					
						baños",1000 m²
1620528816-17678,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-40.html,"El Refugio Roof Garden, 3 Recámaras, 3.5 Baños, Estudio, Hermosa C.297 m² Ganela!","MN 3,600,000",3 rec.,"3
					
						baños",250 m²
1620528833-17708,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-38.html,Casa en Venta en Refugio Queretaro,"MN 6,039,000",4 rec.,"4
					
						baños",250 m²
1620527949-15494,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-24.html,"Casa en Venta con Recamara en Planta Baja, Juriquilla","MN 5,950,000",3 rec.,"3
					
						baños",300 m²
1620528210-16187,https://www.inmuebles24.com/casas-en-venta-en-jurica-pagina-16.html,Venta Casa en Arco de Piedra Jurica,"MN 6,200,000",3 rec.,"4
					
						baños",275 m²
1620528530-16950,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-17.html,"Hermosa Casa en Milenio III, Roof Garden, 3 Recs, 3.5 Baños, Estudio, Gran Vista","MN 2,700,000",3 rec.,"3
					
						baños",143 m²
1620529473-19225,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-64.html,Mattia Residencial,"MN 2,257,000",3 rec.,"2
					
						baños",110 m²
1620528852-17769,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-36.html,"Amplia Casa con Acabados de Primera. Venta, El Refugio","MN 4,190,000",3 rec.,"2
					
						baños",250 m²
1620528928-17949,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-28.html,Hermosa Casa en Venta en El Refugio,"MN 5,200,000",3 rec.,"4
					
						baños",260 m²
1620528550-16994,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-15.html,Casa en Venta en Col Milenio III Queretaro,"MN 1,321,000",4 rec.,"2
					
						baños",170 m²
1620529339-18961,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-el-mirador-ciudad-de-queretaro-pagina-5.html,Casa en Condominio con Seguridad 24/7 en El Mirador! Rahqro,"MN 2,550,000",3 rec.,"2
					
						baños",128 m²
1620529943-20534,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-10.html,"Excelente Casa, Amplios Espacios, Alberca, Salón de Eventos","MN 2,580,000",3 rec.,"2
					
						baños",140 m²
1620528660-17287,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-3.html,"Linda Residencia en Milenio, 4 Recamaras, Roof Garden, Jardí","MN 3,100,000",4 rec.,"3
					
						baños",138 m²
1620527887-15328,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-31.html,"Hermosa Residencia en Altos Juriquilla, 3 Recamaras, 3.5 Baños, Jardín, Alberca","MN 2,990,000",3 rec.,"3
					
						baños",155 m²
1620528436-16683,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-9.html,"En Venta Hermosa Casa en Rinconada de La Virgen, El Pueblito Centro, 3 Recámaras","MN 2,199,999",3 rec.,"2
					
						baños",197 m²
1620528918-17937,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-29.html,"Preciosa Casa en El Refugio, Alberca, 3 Habitaciones, Seguri","MN 3,250,000",3 rec.,"2
					
						baños",128 m²
1620529136-18516,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-5.html,Queretaro Casa en Venta El Refugio,"MN 5,290,000",3 rec.,"2
					
						baños",250 m²
1620528550-17005,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-15.html,"Hermosa Casa en Milenio III, 3 Recámaras, Sótano U Oficina Independiente, Roof - G","MN 2,930,000",3 rec.,"3
					
						baños",150 m²
1620529910-20435,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-14.html,Preciosa Casa en Venta en Grand Juriquilla,"MN 2,700,000",4 rec.,"3
					
						baños",185 m²
1620529289-18848,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-4.html,"Casa en Condominio en Venta con Espectacular Vista Al Campo de Golf, El Campanario Querétaro","MN 38,000,000",4 rec.,"5
					
						baños",1250 m²
1620528513-16895,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-19.html,"Preciosa Casa en Milenio III, Estilo Mexicano, con Bóveda Ca","MN 3,360,000",3 rec.,"2
					
						baños",152 m²
1620527922-15428,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-27.html,"En Juriquilla, Construimos La Casa Que Soñaste, También Tenemos El Terreno.","MN 1,500,000",3 rec.,"3
					
						baños",250 m²
1620527922-15420,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-27.html,Venta Casas - Cumbres del Lago - Queretaro,"MN 5,490,000",3 rec.,"3
					
						baños",279 m²
1620527808-15169,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-37.html,"Preciosa Residencia en Cumbres del Lago, Esquina, Jardín, 3 Recámaras, Una en Pb","MN 4,880,000",3 rec.,"4
					
						baños",305 m²
1620527769-15093,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-41.html,"Preciosa Casa en La Condesa Juriquilla, 4ta Recamara en Pb, Doble Altura, Jardín","MN 4,175,000",4 rec.,"4
					
						baños",219 m²
1620529102-18418,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-9.html,"Preciosa en El Refugio, Roof Garden, 4 Recamaras, Una en Pb, 4.5 Baños, Premium","MN 4,780,000",4 rec.,"4
					
						baños",253 m²
1620529443-19157,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-67.html,"Hermosa Casa de Una Planta en Grand Juriquilla, 3 Recamaras","MN 3,490,000",3 rec.,"3
					
						baños",306 m²
1620528495-16858,https://www.inmuebles24.com/casas-en-venta-en-el-pueblito-centro-pagina-2.html,"Estrena Casa en Terralta, 3 Recamaras, Alcoba, 2.5 Baños, Jardín","MN 1,490,000",3 rec.,"2
					
						baños",90 m²
1620529851-20261,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-21.html,Venta Casa en Grand Juriquilla Queretaro 3 Habitaciones Amplio Jardín Tul,"MN 2,490,000",3 rec.,"2
					
						baños",195 m²
1620527913-15399,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-28.html,Casa en Venta en Cumbres del Lago,"MN 5,700,000",3 rec.,"3
					
						baños",450 m²
1620528825-17683,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-39.html,Preventa Casa en La Vista 3 Recamaras 4 Baños,"MN 2,890,000",3 rec.,"3
					
						baños",145 m²
1620529918-20450,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-13.html,"Venta Casa Lomas de Juriquilla $6,000,000","MN 6,000,000",3 rec.,"3
					
						baños",278 m²
1620529532-19405,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-57.html,"Hermosa Casa en Grand Juriquilla, Gran Jardín, 3 Recamaras","MN 2,370,000",3 rec.,"2
					
						baños",189 m²
1620529120-18456,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-7.html,"Preciosa Casa en El Refugio, Roof Garden! 3 Recámaras, Estud","MN 3,250,000",3 rec.,"3
					
						baños",132 m²
1620529985-20654,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-5.html,Venta Casa Juriquilla Villas del Meson,"MN 6,000,000",4 rec.,"3
					
						baños",759 m²
1620528030-15702,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-15.html,Venta Casa Juriquilla Cumbres del Lago,"MN 2,800,000",3 rec.,"3
					
						baños",151 m²
1620529674-19785,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,Casa de Estilo Moderno en Lomas de Juriquilla de 3 Dorm.! Jgj,"MN 4,450,000",3 rec.,"3
					
						baños",260 m²
1620529443-19165,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-67.html,"Hermosa! Privada Juriquilla, 3 Recámaras, Estudio, Roof Garden, Alberca, de Lujo","MN 2,800,000",3 rec.,"2
					
						baños",177 m²
1620527730-14983,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-45.html,"Residencia de Autor, Cumbres del Lago, 4 Recamaras, 5 Baños","MN 6,500,000",4 rec.,"5
					
						baños",330 m²
1620527968-15549,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-22.html,Casa en Venta en Cumbres del Lago,"MN 5,600,000",3 rec.,"6
					
						baños",314 m²
1620529694-19837,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-39.html,"En Lomas de Juriquilla, 3 Recámaras Una en Planta Baja, 3 Baños, Jardín, de Lujo","MN 3,000,000",3 rec.,"2
					
						baños",262 m²
1620529674-19791,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"Estrena, Residencia en Bio Grand, Roof Garden, 3 Recámaras, Estudio, Alberca.","MN 3,248,880",3 rec.,"3
					
						baños",163 m²
1620529196-18661,https://www.inmuebles24.com/casas-en-venta-en-el-campanario-ciudad-de-queretaro-pagina-12.html,"Pre Venta! Casa Moderna en El Campanario, Querétaro","MN 18,900,000",4 rec.,"4
					
						baños",705 m²
1620529732-19937,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-35.html,"Linda Casa en Grand Juriquilla, Lujo, 3 Recamaras, Estudio, Jardín, Alberca","MN 2,450,000",3 rec.,"2
					
						baños",195 m²
1620528626-17197,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-7.html,Casa y Terreno en Venta en Milenio III,"MN 8,000,000",3 rec.,"2
					
						baños",255 m²
1620527996-15615,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-19.html,Casa en Venta en Cumbres del Lago,"MN 4,500,000",3 rec.,"4
					
						baños",327 m²
1620529674-19786,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"En Juriquilla Bio Grand, Lujo, Gran Jardín, 3 Recamaras, Fam","MN 3,150,000",3 rec.,"2
					
						baños",200 m²
1620529558-19462,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-54.html,Venta Casa en Altos de Juriquilla 3 Recamaras 4 Baños,"MN 4,009,868",3 rec.,"3
					
						baños",162 m²
1620529653-19744,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-43.html,"Hermosa Residencia de Una Planta, en Grand Juriquilla, 3 Recámaras, 3.5 Baños.","MN 2,220,000",3 rec.,"3
					
						baños",189 m²
1620529057-18290,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-14.html,Casa en Venta El Refugio Bojai,"MN 6,490,000",3 rec.,"3
					
						baños",272 m²
1620529549-19460,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-55.html,Casa de Estilo Moderno en Lomas de Juriquilla de 3 Dorm.! Jgj,"MN 4,450,000",3 rec.,"3
					
						baños",260 m²
1620528594-17107,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-10.html,"Hermosa Residencia en Milenio, 4 Recamaras, Roof Garden, Jar","MN 3,100,000",4 rec.,"3
					
						baños",136 m²
1620529674-19776,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-41.html,"Linda Casa en Juriquilla, El Precio Ubicadisima en un Super Precio","MN 2,000,000",3 rec.,"2
					
						baños",110 m²
1620528651-17254,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-4.html,"Preciosa Casa en Milenio III - C.275 m² - Roof Garden, 3 Niv","MN 3,350,000",3 rec.,"2
					
						baños",160 m²
1620528184-16131,https://www.inmuebles24.com/casas-en-venta-en-centro-sur-pagina-2.html,"Preciosa Casa en Centro Sur, Privada con Alberca, 3 Recamaras, 3.5 Baños, Jardín","MN 3,600,000",3 rec.,"3
					
						baños",198 m²
1620529994-20678,https://www.inmuebles24.com/casas-en-venta-en-juriquilla-pagina-4.html,Casa en Venta en Grand Juriquilla,"MN 2,370,000",3 rec.,"3
					
						baños",189 m²
1620528388-16578,https://www.inmuebles24.com/casas-en-venta-en-los-candiles-pagina-1.html,"Preciosa Casa en Los Ciruelos Residencial, Alberca, 3 Recama","MN 2,200,000",3 rec.,"2
					
						baños",120 m²
1620529039-18253,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-16.html,Casa con Alberca y Roof Garden en El Refugio Querétaro 20 - 3373,"MN 2,700,000",4 rec.,"3
					
						baños",110 m²
1620528928-17952,https://www.inmuebles24.com/casas-en-venta-en-residencial-el-refugio-pagina-28.html,"Casa en Venta Residencial El Refugio, qro.(Cuatralva),$2,990,000.","MN 2,990,000",4 rec.,"3
					
						baños",132 m²
1620527822-15209,https://www.inmuebles24.com/casas-en-venta-en-fraccionamiento-cumbres-del-lago-pagina-36.html,Casa - Fraccionamiento Cumbres del Lago,"MN 4,300,000",3 rec.,"3
					
						baños",280 m²
1620528566-17047,https://www.inmuebles24.com/casas-en-venta-en-milenio-pagina-13.html,"Se Vende Casa en Milenio III, Seguridad, 3 Recamaras, Roof G","MN 3,350,000",3 rec.,"3
					
						baños",135 m²
